raceId_x,driverId_x,stop,lap,pitTime,duration,seconds,raceId_y,year,round,circuitId_x,raceName,date,time,circuitId_y,circuitRef,circuitName,circuitLocation,circuitCountry,lat,lng,alt,driverId_x,driverName,constructorId_x,constructorName,driverId_y,position
841,153,1,1,17:05:23,26.898,26.898,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,153,Romain Grosjean,5,Ferrari,17,6
841,153,2,17,17:31:06,24.463,24.463,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,153,Romain Grosjean,5,Ferrari,17,6
841,153,3,35,17:59:45,26.348,26.348,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,153,Romain Grosjean,5,Ferrari,17,6
841,17,1,11,17:20:48,23.426,23.426,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,17,Jenson Button,9,Force India,18,\N
841,17,2,26,17:44:29,22.520,22.52,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,17,Jenson Button,9,Force India,18,\N
841,17,3,41,18:07:37,26.230,26.23,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,17,Jenson Button,9,Force India,18,\N
841,4,1,12,17:22:34,23.251,23.251,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,4,Heikki Kovalainen,6,Toyota,5,5
841,4,2,27,17:46:04,24.733,24.733,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,4,Heikki Kovalainen,6,Toyota,5,5
841,4,3,42,18:09:08,24.181,24.181,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,4,Heikki Kovalainen,6,Toyota,5,5
841,13,1,13,17:24:10,23.842,23.842,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,13,David Coulthard,6,Toyota,14,\N
841,13,2,31,17:52:28,24.500,24.5,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,13,David Coulthard,6,Toyota,14,\N
841,13,3,48,18:18:54,24.095,24.095,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,13,David Coulthard,6,Toyota,14,\N
841,20,1,14,17:25:17,22.603,22.603,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,20,Giancarlo Fisichella,9,Force India,21,\N
841,20,2,36,17:59:17,24.036,24.036,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,20,Giancarlo Fisichella,9,Force India,21,\N
841,814,1,14,17:26:03,24.863,24.863,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,814,Sergio Pérez,10,Honda,18,7
841,814,2,36,18:00:48,24.332,24.332,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,814,Sergio Pérez,10,Honda,18,7
841,816,1,14,17:26:50,25.259,25.259,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,816,Daniel Ricciardo,166,Cooper-Borgward,23,9
841,816,2,38,18:06:53,26.446,26.446,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,816,Daniel Ricciardo,166,Cooper-Borgward,23,9
841,67,1,15,17:27:34,25.342,25.342,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,67,Toranosuke Takagi,5,Ferrari,13,2
841,67,2,29,17:49:47,23.100,23.1,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,67,Toranosuke Takagi,5,Ferrari,13,2
841,2,1,15,17:27:41,22.994,22.994,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,2,Nico Rosberg,4,Toro Rosso,3,3
841,2,2,30,17:51:32,25.098,25.098,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,2,Nico Rosberg,4,Toro Rosso,3,3
841,1,1,16,17:28:24,23.227,23.227,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,1,Nick Heidfeld,1,BMW Sauber,2,2
841,1,2,36,17:59:29,23.199,23.199,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,1,Nick Heidfeld,1,BMW Sauber,2,2
841,808,1,16,17:28:39,24.535,24.535,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,808,Vitaly Petrov,4,Toro Rosso,30,1
841,808,2,36,17:59:47,25.683,25.683,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,808,Vitaly Petrov,4,Toro Rosso,30,1
841,16,1,16,17:29:08,25.978,25.978,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,16,Mark Webber,10,Honda,17,\N
841,16,2,37,18:02:15,23.871,23.871,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,16,Mark Webber,10,Honda,17,\N
841,15,1,16,17:29:49,24.899,24.899,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,15,Adrian Sutil,205,Lotus F1,16,\N
841,15,2,37,18:03:55,24.848,24.848,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,15,Adrian Sutil,205,Lotus F1,16,\N
841,18,1,17,17:30:24,16.867,16.867,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,18,Anthony Davidson,1,BMW Sauber,19,\N
841,18,2,19,17:33:53,23.303,23.303,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,18,Anthony Davidson,1,BMW Sauber,19,\N
841,18,3,37,18:01:49,22.681,22.681,843.0,2011.0,3.0,17.0,Chinese Grand Prix,2011-04-17,07:00:00,18.0,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,18,Anthony Davidson,1,BMW Sauber,19,\N
842,16,1,3,16:09:07,31.694,31.694,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,16,Mark Webber,10,Honda,17,\N
842,16,2,16,16:32:31,22.046,22.046,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,16,Mark Webber,10,Honda,17,\N
842,16,3,32,17:00:56,22.550,22.55,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,16,Mark Webber,10,Honda,17,\N
842,17,1,10,16:21:21,22.572,22.572,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,17,Jenson Button,9,Force India,18,\N
842,17,2,22,16:42:37,21.991,21.991,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,17,Jenson Button,9,Force India,18,\N
