raceId_x,driverId_x,stop,lap,pitTime,duration,seconds,raceId_y,year,round,circuitId_x,raceName,date,time,circuitId_y,circuitRef,circuitName,circuitLocation,circuitCountry,lat,lng,alt,driverId_x,driverName,constructorId_x,constructorName,driverId_y,position
842,17,3,32,17:00:01,22.069,22.069,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,17,Jenson Button,9,Force India,18,\N
842,17,4,43,17:19:10,22.161,22.161,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,17,Jenson Button,9,Force India,18,\N
842,814,1,11,16:23:16,22.773,22.773,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,814,Sergio Pérez,10,Honda,18,7
842,814,2,24,16:46:20,22.419,22.419,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,814,Sergio Pérez,10,Honda,18,7
842,814,3,37,17:09:21,23.977,23.977,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,814,Sergio Pérez,10,Honda,18,7
842,1,1,12,16:24:40,22.552,22.552,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,1,Nick Heidfeld,1,BMW Sauber,2,2
842,1,2,24,16:45:48,22.611,22.611,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,1,Nick Heidfeld,1,BMW Sauber,2,2
842,1,3,37,17:08:28,25.382,25.382,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,1,Nick Heidfeld,1,BMW Sauber,2,2
842,1,4,52,17:34:48,22.466,22.466,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,1,Nick Heidfeld,1,BMW Sauber,2,2
842,20,1,13,16:26:17,23.019,23.019,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,20,Giancarlo Fisichella,9,Force India,21,\N
842,20,2,25,16:47:27,21.893,21.893,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,20,Giancarlo Fisichella,9,Force India,21,\N
842,20,3,41,17:15:08,22.313,22.313,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,20,Giancarlo Fisichella,9,Force India,21,\N
842,2,1,13,16:26:28,23.900,23.9,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,2,Nico Rosberg,4,Toro Rosso,3,3
842,2,2,26,16:49:31,23.221,23.221,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,2,Nico Rosberg,4,Toro Rosso,3,3
842,2,3,39,17:12:09,22.602,22.602,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,2,Nico Rosberg,4,Toro Rosso,3,3
842,18,1,13,16:26:29,22.400,22.4,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,18,Anthony Davidson,1,BMW Sauber,19,\N
842,18,2,23,16:44:11,22.471,22.471,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,18,Anthony Davidson,1,BMW Sauber,19,\N
842,18,3,38,17:10:13,22.483,22.483,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,18,Anthony Davidson,1,BMW Sauber,19,\N
842,13,1,13,16:26:30,29.224,29.224,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,13,David Coulthard,6,Toyota,14,\N
842,13,2,27,16:51:17,22.541,22.541,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,13,David Coulthard,6,Toyota,14,\N
842,13,3,38,17:10:28,22.893,22.893,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,13,David Coulthard,6,Toyota,14,\N
842,4,1,14,16:28:15,23.152,23.152,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,4,Heikki Kovalainen,6,Toyota,5,5
842,4,2,26,16:49:19,23.894,23.894,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,4,Heikki Kovalainen,6,Toyota,5,5
842,4,3,41,17:15:25,23.812,23.812,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,4,Heikki Kovalainen,6,Toyota,5,5
842,4,4,46,17:24:24,27.182,27.182,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,4,Heikki Kovalainen,6,Toyota,5,5
842,30,1,14,16:28:34,22.576,22.576,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,30,Juan Pablo Montoya,131,HWM,14,9
842,30,2,28,16:53:26,22.261,22.261,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,30,Juan Pablo Montoya,131,HWM,14,9
842,30,3,42,17:18:08,22.227,22.227,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,30,Juan Pablo Montoya,131,HWM,14,9
842,808,1,15,16:30:10,23.182,23.182,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,808,Vitaly Petrov,4,Toro Rosso,30,1
842,808,2,27,16:51:25,22.680,22.68,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,808,Vitaly Petrov,4,Toro Rosso,30,1
842,808,3,44,17:21:08,28.694,28.694,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,808,Vitaly Petrov,4,Toro Rosso,30,1
842,67,1,15,16:30:23,23.280,23.28,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,67,Toranosuke Takagi,5,Ferrari,13,2
842,67,2,20,16:39:30,29.843,29.843,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,67,Toranosuke Takagi,5,Ferrari,13,2
842,67,3,32,17:01:03,27.439,27.439,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,67,Toranosuke Takagi,5,Ferrari,13,2
842,3,1,15,16:30:37,24.967,24.967,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,3,Fernando Alonso,131,HWM,4,4
842,3,2,29,16:55:28,22.577,22.577,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,3,Fernando Alonso,131,HWM,4,4
842,3,3,40,17:15:05,22.526,22.526,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,3,Fernando Alonso,131,HWM,4,4
842,5,1,15,16:30:37,29.084,29.084,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,5,Kazuki Nakajima,205,Lotus F1,6,6
842,5,2,34,17:04:41,23.336,23.336,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,5,Kazuki Nakajima,205,Lotus F1,6,6
842,153,1,16,16:32:25,23.584,23.584,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,153,Romain Grosjean,5,Ferrari,17,6
842,153,2,32,17:00:55,22.888,22.888,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,153,Romain Grosjean,5,Ferrari,17,6
842,155,1,17,16:33:53,23.280,23.28,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,155,Jonathan Palmer,15,BAR,4,8
842,155,2,36,17:07:26,23.442,23.442,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,155,Jonathan Palmer,15,BAR,4,8
842,10,1,17,16:34:28,24.617,24.617,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,10,Takuma Sato,166,Cooper-Borgward,11,\N
842,10,2,34,17:05:19,24.429,24.429,844.0,2011.0,4.0,5.0,Turkish Grand Prix,2011-05-08,12:00:00,6.0,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,10,Takuma Sato,166,Cooper-Borgward,11,\N
843,24,1,9,15:20:00,14.160,14.16,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,24,Alexander Wurz,164,Virgin,5,3
843,24,2,21,15:42:05,24.467,24.467,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,24,Alexander Wurz,164,Virgin,5,3
843,24,3,45,16:25:39,23.499,23.499,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,24,Alexander Wurz,164,Virgin,5,3
843,30,1,10,15:21:12,20.522,20.522,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,30,Juan Pablo Montoya,131,HWM,14,9
843,30,2,26,15:49:15,21.964,21.964,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,30,Juan Pablo Montoya,131,HWM,14,9
843,30,3,39,16:11:49,21.400,21.4,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,30,Juan Pablo Montoya,131,HWM,14,9
843,17,1,10,15:21:27,23.442,23.442,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,17,Jenson Button,9,Force India,18,\N
843,17,2,25,15:47:44,21.132,21.132,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,17,Jenson Button,9,Force India,18,\N
843,17,3,40,16:13:29,21.091,21.091,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,17,Jenson Button,9,Force India,18,\N
843,813,1,10,15:21:35,23.160,23.16,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,813,Paul di Resta,3,Renault,17,6
843,813,2,25,15:48:09,22.062,22.062,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,813,Paul di Resta,3,Renault,17,6
843,813,3,40,16:14:36,27.620,27.62,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,813,Paul di Resta,3,Renault,17,6
843,814,1,11,15:22:57,21.989,21.989,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,814,Sergio Pérez,10,Honda,18,7
843,814,2,32,15:59:51,21.218,21.218,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,814,Sergio Pérez,10,Honda,18,7
843,3,1,12,15:24:32,20.771,20.771,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,3,Fernando Alonso,131,HWM,4,4
843,3,2,25,15:47:13,22.005,22.005,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,3,Fernando Alonso,131,HWM,4,4
843,3,3,39,16:11:19,20.720,20.72,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,3,Fernando Alonso,131,HWM,4,4
843,67,1,12,15:24:56,22.010,22.01,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,67,Toranosuke Takagi,5,Ferrari,13,2
843,67,2,16,15:32:19,24.722,24.722,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,67,Toranosuke Takagi,5,Ferrari,13,2
843,67,3,33,16:02:13,21.928,21.928,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,67,Toranosuke Takagi,5,Ferrari,13,2
843,18,1,14,15:27:59,23.779,23.779,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,18,Anthony Davidson,1,BMW Sauber,19,\N
843,18,2,24,15:45:35,20.758,20.758,845.0,2011.0,5.0,4.0,Spanish Grand Prix,2011-05-22,12:00:00,5.0,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130,18,Anthony Davidson,1,BMW Sauber,19,\N
