resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,fastestLapTime_seconds
7855,16,9,2,5,8,2,2,2,8.0,71,+7.626,38,4,1:14.155,209.188,1,74.155
7856,16,1,1,1,17,3,3,3,6.0,71,+18.944,59,6,1:14.345,208.654,1,74.345
7857,16,20,9,15,15,4,4,4,5.0,71,+19.652,59,2,1:13.890,209.939,1,73.89
7858,16,18,23,22,14,5,5,5,4.0,71,+29.005,46,7,1:14.353,208.631,1,74.353
7859,16,8,6,4,5,6,6,6,3.0,71,+33.340,47,9,1:14.558,208.058,1,74.558
7860,16,67,5,12,6,7,7,7,2.0,71,+35.991,58,10,1:14.563,208.044,1,74.563
7861,16,22,23,23,1,8,8,8,1.0,71,+45.454,20,3,1:13.950,209.768,1,73.95
7862,16,5,1,2,16,9,9,9,0.0,71,+48.499,68,5,1:14.303,208.772,1,74.303
7863,16,155,7,10,11,10,10,10,0.0,71,+1:03.324,71,11,1:14.676,207.729,1,74.676
7864,16,21,6,3,19,11,11,11,0.0,71,+1:10.665,55,14,1:14.931,207.022,1,74.931
7865,16,24,10,21,20,12,12,12,0.0,71,+1:11.388,43,16,1:14.990,206.859,1,74.99
7866,16,154,4,8,13,13,13,13,0.0,70,\N,54,12,1:14.789,207.415,11,74.789
7867,16,153,5,11,12,14,14,14,0.0,70,\N,59,13,1:14.861,207.216,11,74.861
16067,17,20,9,15,2,1,1,1,10.0,55,1:34:03.414,54,1,1:40.279,199.387,1,100.279
16068,17,17,9,14,3,2,2,2,8.0,55,+17.857,14,5,1:40.571,198.808,1,100.571
16069,17,18,23,22,5,3,3,3,6.0,55,+18.467,49,6,1:40.642,198.668,1,100.642
16070,17,22,23,23,4,4,4,4,5.0,55,+22.735,54,4,1:40.449,199.050,1,100.449
16071,17,2,2,6,8,5,5,5,4.0,55,+26.253,54,7,1:40.672,198.609,1,100.672
16072,17,155,7,10,12,6,6,6,3.0,55,+28.343,55,11,1:40.779,198.398,1,100.779
16073,17,15,7,9,6,7,7,7,2.0,55,+34.366,49,8,1:40.723,198.508,1,100.723
16074,17,67,5,12,10,8,8,8,1.0,55,+41.294,55,2,1:40.326,199.294,1,100.326
16075,17,3,3,16,9,9,9,9,0.0,55,+45.941,49,15,1:40.997,197.970,1,100.997
16076,17,9,2,5,7,10,10,10,0.0,55,+48.180,54,14,1:40.924,198.113,1,100.924
16077,17,5,1,2,18,11,11,11,0.0,55,+52.798,53,18,1:41.316,197.346,1,101.316
16078,17,8,6,4,11,12,12,12,0.0,55,+54.317,54,12,1:40.843,198.272,1,100.843
16079,17,6,3,17,13,13,13,13,0.0,55,+59.839,54,9,1:40.754,198.447,1,100.754
16080,17,4,4,7,15,14,14,14,0.0,55,+1:09.687,54,10,1:40.757,198.441,1,100.757
16081,17,24,10,21,16,15,15,15,0.0,55,+1:34.450,54,17,1:41.277,197.422,1,101.277
16082,17,21,6,3,20,16,16,16,0.0,54,\N,54,16,1:41.132,197.705,11,101.132
16083,17,16,10,20,17,17,17,17,0.0,54,\N,34,13,1:40.904,198.152,11,100.904
16084,17,154,4,8,19,18,18,18,0.0,54,\N,47,19,1:42.274,195.498,11,102.274
20323,337,4,6,8,3,1,1,1,25.0,49,1:39:20.396,45,1,1:58.287,191.706,1,118.287
20324,337,13,6,7,2,2,2,2,18.0,49,+16.099,38,5,1:59.732,189.392,1,119.732
20325,337,1,1,2,4,3,3,3,15.0,49,+23.182,42,4,1:59.560,189.665,1,119.56
20326,337,20,9,5,1,4,4,4,12.0,49,+38.799,32,12,2:00.218,188.627,1,120.218
20327,337,3,131,4,5,5,5,5,10.0,49,+40.213,45,13,2:00.236,188.599,1,120.236
20328,337,30,131,3,7,6,6,6,8.0,49,+44.163,45,11,2:00.204,188.649,1,120.204
20329,337,18,1,1,8,7,7,7,6.0,49,+45.280,45,9,1:59.970,189.017,1,119.97
20330,337,17,9,6,6,8,8,8,4.0,49,+46.360,45,3,1:59.487,189.781,1,119.487
20331,337,24,10,15,12,9,9,9,2.0,49,+53.008,39,7,1:59.906,189.118,1,119.906
20332,337,22,3,9,11,10,10,10,1.0,49,+1:02.489,47,6,1:59.833,189.233,1,119.833
20333,337,9,4,11,9,11,11,11,0.0,49,+1:09.093,33,14,2:00.474,188.226,1,120.474
20334,337,16,10,14,10,12,12,12,0.0,49,+1:22.958,49,2,1:59.393,189.930,1,119.393
20335,337,153,5,17,18,13,13,13,0.0,49,+1:32.656,28,8,1:59.964,189.026,1,119.964
20336,337,807,3,10,13,14,14,14,0.0,48,\N,34,15,2:01.401,186.789,11,121.401
20337,337,5,205,19,21,15,15,15,0.0,47,\N,47,17,2:02.701,184.810,12,122.701
20338,337,67,5,16,15,16,16,16,0.0,46,\N,41,10,2:00.080,188.844,10,120.08
20339,337,15,205,18,20,17,17,17,0.0,46,\N,34,18,2:02.930,184.465,9,122.93
20347,338,18,1,1,4,1,1,1,25.0,58,1:33:36.531,52,6,1:29.291,213.804,1,89.291
20348,338,9,4,11,9,2,2,2,18.0,58,+12.034,52,8,1:29.570,213.138,1,89.57
20349,338,13,6,7,5,3,3,3,15.0,58,+14.488,52,7,1:29.537,213.216,1,89.537
20350,338,4,6,8,3,4,4,4,12.0,58,+16.304,47,10,1:29.707,212.812,1,89.707
20351,338,3,131,4,6,5,5,5,10.0,58,+16.683,53,2,1:28.489,215.742,1,88.489
20352,338,1,1,2,11,6,6,6,8.0,58,+29.898,47,3,1:28.506,215.700,1,88.506
20353,338,24,10,15,13,7,7,7,6.0,58,+59.847,55,9,1:29.685,212.865,1,89.685
20354,338,22,3,9,8,8,8,8,4.0,58,+1:00.536,58,5,1:29.210,213.998,1,89.21
20355,338,17,9,6,2,9,9,9,2.0,58,+1:07.319,47,1,1:28.358,216.061,1,88.358
20356,338,30,131,3,7,10,10,10,1.0,58,+1:09.391,58,4,1:29.185,214.058,1,89.185
20357,338,153,5,17,17,11,11,11,0.0,58,+1:11.301,49,11,1:29.713,212.798,1,89.713
20358,338,37,15,22,14,12,12,12,0.0,58,+1:14.084,54,12,1:30.587,210.745,1,90.587
20359,338,5,205,19,19,13,13,13,0.0,56,\N,52,14,1:33.638,203.878,12,93.638
20360,338,812,164,20,22,14,14,14,0.0,53,\N,48,16,1:35.045,200.860,15,95.045
20371,339,20,9,5,3,1,1,1,25.0,56,1:33:48.412,53,6,1:37.813,204.009,1,97.813
20372,339,17,9,6,1,2,2,2,18.0,56,+4.849,53,1,1:37.054,205.605,1,97.054
20373,339,3,131,4,2,3,3,3,15.0,56,+13.504,53,8,1:38.129,203.352,1,98.129
20374,339,9,4,11,6,4,4,4,12.0,56,+18.589,55,7,1:38.074,203.466,1,98.074
20375,339,16,10,14,4,5,5,5,10.0,56,+21.059,55,9,1:38.160,203.288,1,98.16
20376,339,1,1,2,20,6,6,6,8.0,56,+23.471,32,4,1:37.745,204.151,1,97.745
20377,339,13,6,7,21,7,7,7,6.0,56,+27.068,48,5,1:37.784,204.070,1,97.784
20378,339,18,1,1,17,8,8,8,4.0,56,+37.918,49,10,1:38.501,202.584,1,98.501
20379,339,153,5,17,14,9,9,9,2.0,56,+1:10.602,44,13,1:39.489,200.572,1,99.489
20380,339,807,3,10,5,10,10,10,1.0,56,+1:13.399,51,11,1:39.124,201.311,1,99.124
20381,339,67,5,16,13,11,11,11,0.0,56,+1:18.938,54,3,1:37.610,204.433,1,97.61
20382,339,22,3,9,7,12,12,12,0.0,55,\N,46,12,1:39.428,200.695,11,99.428
20383,339,4,6,8,19,13,13,13,0.0,54,\N,41,2,1:37.231,205.230,5,97.231
20384,339,810,166,25,24,14,14,14,0.0,53,\N,28,18,1:43.224,193.315,13,103.224
20385,339,812,164,20,22,15,15,15,0.0,53,\N,40,21,1:44.790,190.426,13,104.79
20386,339,811,164,21,23,16,16,16,0.0,52,\N,39,22,1:45.334,189.443,14,105.334
20387,339,15,205,18,18,17,17,17,0.0,51,\N,31,20,1:43.753,192.329,15,103.753
20395,340,18,1,1,5,1,1,1,25.0,56,1:46:42.163,14,4,1:42.886,190.731,1,102.886
20396,340,1,1,2,6,2,2,2,18.0,56,+1.530,13,1,1:42.061,192.273,1,102.061
20397,340,3,131,4,4,3,3,3,15.0,56,+9.484,14,5,1:43.245,190.068,1,103.245
20398,340,4,6,8,3,4,4,4,12.0,56,+11.869,14,9,1:44.134,188.445,1,104.134
20399,340,9,4,11,8,5,5,5,10.0,56,+22.213,14,6,1:43.630,189.362,1,103.63
20400,340,20,9,5,1,6,6,6,8.0,56,+33.310,14,2,1:42.358,191.715,1,102.358
20401,340,808,4,12,14,7,7,7,6.0,56,+47.600,14,8,1:43.801,189.050,1,103.801
20402,340,17,9,6,2,8,8,8,4.0,56,+52.172,14,3,1:42.609,191.246,1,102.609
20403,340,13,6,7,7,9,9,9,2.0,56,+57.796,14,13,1:44.594,187.616,1,104.594
20404,340,30,131,3,9,10,10,10,1.0,56,+1:01.749,14,10,1:44.298,188.149,1,104.298
20405,340,16,10,14,10,11,11,11,0.0,56,+1:02.874,14,11,1:44.364,188.030,1,104.364
20406,340,22,3,9,11,12,12,12,0.0,56,+1:03.665,17,14,1:45.559,185.901,1,105.559
20407,340,153,5,17,12,13,13,13,0.0,56,+1:11.416,14,7,1:43.755,189.134,1,103.755
20408,340,5,205,19,21,14,14,14,0.0,55,\N,14,15,1:47.141,183.156,11,107.141
20409,340,807,3,10,16,15,15,15,0.0,55,\N,13,12,1:44.549,187.697,11,104.549
20410,340,811,164,21,23,16,16,16,0.0,54,\N,16,17,1:48.216,181.337,12,108.216
20411,340,812,164,20,24,17,17,17,0.0,52,\N,15,18,1:48.788,180.383,14,108.788
20419,341,17,9,6,1,1,1,1,25.0,66,1:35:44.101,62,2,1:24.828,197.552,1,84.828
20420,341,4,6,8,4,2,2,2,18.0,66,+24.065,57,3,1:24.846,197.510,1,84.846
20421,341,20,9,5,2,3,3,3,15.0,66,+51.338,56,5,1:25.176,196.745,1,85.176
20422,341,30,131,3,6,4,4,4,12.0,66,+1:02.195,64,10,1:25.529,195.933,1,85.529
20423,341,18,1,1,5,5,5,5,10.0,66,+1:03.728,64,4,1:25.166,196.768,1,85.166
20424,341,13,6,7,9,6,6,6,8.0,66,+1:05.767,64,9,1:25.497,196.006,1,85.497
20425,341,16,10,14,11,7,7,7,6.0,66,+1:12.941,65,13,1:25.845,195.212,1,85.845
20426,341,9,4,11,7,8,8,8,4.0,66,+1:13.677,66,7,1:25.466,196.077,1,85.466
20427,341,22,3,9,17,9,9,9,2.0,65,\N,59,12,1:25.728,195.478,11,85.728
20428,341,153,5,17,15,10,10,10,1.0,65,\N,63,11,1:25.655,195.645,11,85.655
20429,341,808,4,12,19,11,11,11,0.0,65,\N,63,8,1:25.470,196.068,11,85.47
20430,341,155,15,23,10,12,12,12,0.0,65,\N,62,15,1:26.083,194.672,11,86.083
20431,341,3,131,4,8,13,13,13,0.0,65,\N,50,6,1:25.455,196.103,11,85.455
20432,341,1,1,2,3,14,14,14,0.0,64,\N,59,1,1:24.357,198.655,29,84.357
20433,341,24,10,15,16,15,15,15,0.0,64,\N,63,14,1:25.924,195.032,5,85.924
20434,341,807,3,10,13,16,16,16,0.0,64,\N,63,17,1:26.863,192.924,12,86.863
20435,341,15,205,18,18,17,17,17,0.0,63,\N,56,18,1:29.564,187.106,13,89.564
20436,341,10,166,24,22,18,18,18,0.0,63,\N,60,19,1:29.776,186.664,13,89.776
20437,341,810,166,25,23,19,19,19,0.0,62,\N,47,20,1:29.904,186.398,14,89.904
20443,342,17,9,6,1,1,1,1,25.0,78,1:50:13.355,63,2,1:15.318,159.643,1,75.318
20444,342,20,9,5,3,2,2,2,18.0,78,+0.448,71,1,1:15.192,159.910,1,75.192
20445,342,9,4,11,2,3,3,3,15.0,78,+1.675,72,3,1:15.353,159.568,1,75.353
20446,342,13,6,7,4,4,4,4,12.0,78,+2.666,68,4,1:15.503,159.251,1,75.503
20447,342,1,1,2,5,5,5,5,10.0,78,+4.363,68,10,1:16.219,157.755,1,76.219
20448,342,4,6,8,24,6,6,6,8.0,78,+6.341,73,6,1:15.905,158.408,1,75.905
20449,342,3,131,4,6,7,7,7,6.0,78,+6.651,65,7,1:15.959,158.295,1,75.959
20450,342,16,10,14,12,8,8,8,4.0,78,+6.970,72,8,1:15.963,158.287,1,75.963
20451,342,24,10,15,10,9,9,9,2.0,78,+7.305,72,9,1:16.142,157.915,1,76.142
20452,342,67,5,16,13,10,10,10,1.0,78,+8.199,68,13,1:16.493,157.190,1,76.493
20453,342,153,5,17,17,11,11,11,0.0,78,+9.135,73,11,1:16.381,157.421,1,76.381
20454,342,30,131,3,7,12,12,12,0.0,78,+5.712,71,5,1:15.580,159.089,1,75.58
20455,342,808,4,12,14,13,13,13,0.0,73,\N,60,12,1:16.405,157.371,23,76.405
20456,342,812,164,20,23,14,14,14,0.0,70,\N,69,19,1:19.553,151.144,4,79.553
20457,342,15,205,18,19,15,15,15,0.0,70,\N,69,18,1:19.340,151.550,4,79.34
20467,343,1,1,2,2,1,1,1,25.0,58,1:28:47.620,54,12,1:30.075,213.342,1,90.075
20468,343,18,1,1,4,2,2,2,18.0,58,+2.645,42,7,1:29.895,213.769,1,89.895
20469,343,17,9,6,1,3,3,3,15.0,58,+24.285,54,2,1:29.195,215.447,1,89.195
20470,343,30,131,3,5,4,4,4,12.0,58,+31.110,53,6,1:29.810,213.971,1,89.81
20471,343,3,131,4,6,5,5,5,10.0,58,+32.266,52,9,1:29.977,213.574,1,89.977
20472,343,9,4,11,7,6,6,6,8.0,58,+32.824,57,4,1:29.580,214.521,1,89.58
20473,343,13,6,7,8,7,7,7,6.0,58,+36.635,58,10,1:29.996,213.529,1,89.996
20474,343,4,6,8,12,8,8,8,4.0,58,+46.544,56,11,1:30.011,213.493,1,90.011
20475,343,16,10,14,11,9,9,9,2.0,58,+49.029,55,8,1:29.959,213.617,1,89.959
20476,343,155,15,23,10,10,10,10,1.0,58,+1:05.650,42,16,1:30.891,211.426,1,90.891
20477,343,37,15,22,13,11,11,11,0.0,58,+1:05.944,50,14,1:30.421,212.525,1,90.421
20478,343,153,5,17,16,12,12,12,0.0,58,+1:07.800,50,3,1:29.535,214.628,1,89.535
20479,343,24,10,15,18,13,13,13,0.0,57,\N,53,18,1:31.421,210.201,11,91.421
20480,343,22,3,9,15,14,14,14,0.0,57,\N,53,17,1:30.933,211.329,11,90.933
20481,343,808,4,12,9,15,15,15,0.0,57,\N,57,1,1:29.165,215.519,11,89.165
20482,343,67,5,16,14,16,16,16,0.0,57,\N,57,5,1:29.588,214.501,11,89.588
20483,343,807,3,10,17,17,17,17,0.0,57,\N,51,15,1:30.620,212.059,11,90.62
20484,343,10,166,24,21,18,18,18,0.0,55,\N,48,19,1:32.265,208.278,13,92.265
20485,343,810,166,25,23,19,19,19,0.0,55,\N,55,20,1:33.257,206.062,13,93.257
20486,343,812,164,20,24,20,20,20,0.0,52,\N,37,24,1:34.585,203.169,48,94.585
20491,344,1,1,2,1,1,1,1,25.0,70,1:33:53.456,62,2,1:17.806,201.778,1,77.806
20492,344,18,1,1,4,2,2,2,18.0,70,+2.254,66,4,1:18.144,200.906,1,78.144
20493,344,4,6,8,3,3,3,3,15.0,70,+9.214,44,6,1:18.207,200.744,1,78.207
20494,344,20,9,5,2,4,4,4,12.0,70,+37.817,62,8,1:18.417,200.206,1,78.417
20495,344,17,9,6,7,5,5,5,10.0,70,+39.291,62,5,1:18.148,200.895,1,78.148
20496,344,3,131,4,10,6,6,6,8.0,70,+56.084,68,3,1:17.832,201.711,1,77.832
20497,344,9,4,11,8,7,7,7,6.0,70,+57.300,67,1,1:16.972,203.965,1,76.972
20498,344,67,5,16,15,8,8,8,4.0,69,\N,39,15,1:19.784,196.776,11,79.784
20499,344,24,10,15,5,9,9,9,2.0,69,\N,66,11,1:19.349,197.855,11,79.349
20500,344,16,10,14,9,10,10,10,1.0,69,\N,68,13,1:19.530,197.404,11,79.53
20501,344,30,131,3,13,11,11,11,0.0,69,\N,44,14,1:19.577,197.288,11,79.577
20502,344,153,5,17,16,12,12,12,0.0,69,\N,69,16,1:19.842,196.633,11,79.842
20503,344,807,3,10,12,13,13,13,0.0,69,\N,64,9,1:18.912,198.950,11,78.912
20504,344,22,3,9,11,14,14,14,0.0,69,\N,65,10,1:19.175,198.289,11,79.175
20505,344,13,6,7,6,15,15,15,0.0,69,\N,45,7,1:18.325,200.441,11,78.325
20506,344,5,205,19,19,16,16,16,0.0,68,\N,65,18,1:20.654,194.653,12,80.654
20507,344,808,4,12,14,17,17,17,0.0,68,\N,58,12,1:19.453,197.596,12,79.453
20508,344,812,164,20,24,18,18,18,0.0,66,\N,47,21,1:21.884,191.729,14,81.884
20509,344,810,166,25,23,19,19,19,0.0,65,\N,49,22,1:21.937,191.605,15,81.937
20515,345,20,9,5,1,1,1,1,25.0,57,1:40:29.571,52,3,1:39.141,196.774,1,99.141
20516,345,1,1,2,3,2,2,2,18.0,57,+5.042,56,4,1:39.156,196.744,1,99.156
20517,345,18,1,1,7,3,3,3,15.0,57,+12.658,54,1,1:38.766,197.521,1,98.766
20518,345,22,3,9,9,4,4,4,12.0,57,+25.627,56,5,1:39.489,196.085,1,99.489
20519,345,9,4,11,6,5,5,5,10.0,57,+27.122,55,7,1:39.542,195.981,1,99.542
20520,345,16,10,14,13,6,6,6,8.0,57,+30.168,52,8,1:39.803,195.469,1,99.803
20521,345,155,15,23,18,7,7,7,6.0,57,+30.965,57,6,1:39.517,196.030,1,99.517
20522,345,4,6,8,4,8,8,8,4.0,57,+32.809,50,10,1:39.889,195.300,1,99.889
20523,345,67,5,16,11,9,9,9,2.0,57,+36.299,53,11,1:40.084,194.920,1,100.084
20524,345,3,131,4,12,10,10,10,1.0,57,+44.382,57,9,1:39.878,195.322,1,99.878
20525,345,13,6,7,5,11,11,11,0.0,57,+46.621,52,13,1:40.208,194.679,1,100.208
20526,345,37,15,22,16,12,12,12,0.0,57,+47.414,56,16,1:40.430,194.248,1,100.43
20527,345,153,5,17,17,13,13,13,0.0,57,+48.239,55,15,1:40.327,194.448,1,100.327
20528,345,808,4,12,10,14,14,14,0.0,57,+48.287,57,12,1:40.100,194.889,1,100.1
20529,345,30,131,3,15,15,15,15,0.0,57,+48.826,53,2,1:38.968,197.118,1,98.968
20530,345,24,10,15,14,16,16,16,0.0,57,+50.890,52,14,1:40.305,194.490,1,100.305
20531,345,810,166,25,21,17,17,17,0.0,56,\N,45,20,1:42.414,190.485,11,102.414
20532,345,812,164,20,23,18,18,18,0.0,55,\N,51,22,1:43.820,187.905,12,103.82
20533,345,10,166,24,22,19,19,19,0.0,55,\N,48,19,1:42.319,190.662,12,102.319
20534,345,811,164,21,24,20,20,20,0.0,55,\N,55,21,1:42.927,189.536,12,102.927
20535,345,15,205,18,19,21,21,21,0.0,53,\N,53,18,1:41.770,191.691,14,101.77
20539,346,17,9,6,2,1,1,1,25.0,52,1:24:38.200,45,4,1:32.364,229.608,1,92.364
20540,346,1,1,2,4,2,2,2,18.0,52,+1.360,43,6,1:32.758,228.633,1,92.758
20541,346,3,131,4,5,3,3,3,15.0,52,+21.307,50,7,1:32.952,228.156,1,92.952
20542,346,18,1,1,14,4,4,4,12.0,52,+21.986,52,9,1:33.003,228.031,1,93.003
20543,346,22,3,9,8,5,5,5,10.0,52,+31.456,50,11,1:33.615,226.540,1,93.615
20544,346,155,15,23,12,6,6,6,8.0,52,+32.171,52,10,1:33.558,226.678,1,93.558
20545,346,20,9,5,1,7,7,7,6.0,52,+36.734,52,3,1:31.967,230.600,1,91.967
20546,346,16,10,14,11,8,8,8,4.0,52,+40.932,42,16,1:34.337,224.806,1,94.337
20547,346,30,131,3,10,9,9,9,2.0,52,+41.599,47,15,1:34.171,225.203,1,94.171
20548,346,807,3,10,13,10,10,10,1.0,52,+42.012,48,13,1:33.989,225.639,1,93.989
20549,346,24,10,15,20,11,11,11,0.0,52,+42.459,51,14,1:34.018,225.569,1,94.018
20550,346,67,5,16,16,12,12,12,0.0,52,+47.627,52,8,1:32.980,228.087,1,92.98
20551,346,808,4,12,15,13,13,13,0.0,52,+59.374,52,5,1:32.484,229.311,1,92.484
20552,346,4,6,8,3,14,14,14,0.0,52,+1:02.385,52,1,1:30.874,233.373,1,90.874
20553,346,13,6,7,7,15,15,15,0.0,52,+1:07.489,52,2,1:31.646,231.407,1,91.646
20554,346,15,205,18,21,16,16,16,0.0,51,\N,44,20,1:36.519,219.724,11,96.519
20555,346,5,205,19,18,17,17,17,0.0,51,\N,48,18,1:36.251,220.336,11,96.251
20556,346,10,166,24,19,18,18,18,0.0,50,\N,49,19,1:36.415,219.961,12,96.415
20557,346,812,164,20,23,19,19,19,0.0,50,\N,40,23,1:38.798,214.656,12,98.798
20558,346,29,164,21,24,20,20,20,0.0,50,\N,50,22,1:38.309,215.723,12,98.309
20563,347,4,6,8,2,1,1,1,25.0,67,1:27:38.864,66,2,1:15.880,217.005,1,75.88
20564,347,13,6,7,3,2,2,2,18.0,67,+4.196,66,3,1:16.097,216.386,1,76.097
20565,347,20,9,5,1,3,3,3,15.0,67,+5.121,67,1,1:15.824,217.166,1,75.824
20566,347,1,1,2,6,4,4,4,12.0,67,+26.896,65,5,1:16.503,215.238,1,76.503
20567,347,18,1,1,5,5,5,5,10.0,67,+29.482,65,4,1:16.451,215.385,1,76.451
20568,347,17,9,6,4,6,6,6,8.0,67,+43.606,57,9,1:16.678,214.747,1,76.678
20569,347,9,4,11,7,7,7,7,6.0,66,\N,62,16,1:17.166,213.389,11,77.166
20570,347,3,131,4,9,8,8,8,4.0,66,\N,66,8,1:16.609,214.940,11,76.609
20571,347,30,131,3,11,9,9,9,2.0,66,\N,66,14,1:17.088,213.605,11,77.088
20572,347,808,4,12,13,10,10,10,1.0,66,\N,62,17,1:17.198,213.300,11,77.198
20573,347,155,15,23,12,11,11,11,0.0,66,\N,63,15,1:17.100,213.571,11,77.1
20574,347,22,3,9,8,12,12,12,0.0,66,\N,63,13,1:17.029,213.768,11,77.029
20575,347,807,3,10,10,13,13,13,0.0,66,\N,61,11,1:16.836,214.305,11,76.836
20576,347,37,15,22,14,14,14,14,0.0,66,\N,61,6,1:16.527,215.171,11,76.527
20577,347,153,5,17,15,15,15,15,0.0,66,\N,66,12,1:16.971,213.929,11,76.971
20578,347,24,10,15,21,16,16,16,0.0,65,\N,64,7,1:16.596,214.977,12,76.596
20579,347,16,10,14,19,17,17,17,0.0,65,\N,65,10,1:16.687,214.722,12,76.687
20580,347,10,166,24,23,18,18,18,0.0,64,\N,62,18,1:18.211,210.538,13,78.211
20581,347,811,164,21,20,19,19,19,0.0,63,\N,57,21,1:20.861,203.638,14,80.861
20587,348,17,9,6,2,1,1,1,25.0,70,1:41:05.571,46,2,1:22.651,190.821,1,82.651
20588,348,4,6,8,3,2,2,2,18.0,70,+17.821,67,4,1:23.195,189.573,1,83.195
20589,348,20,9,5,1,3,3,3,15.0,70,+19.252,70,1,1:22.362,191.491,1,82.362
20590,348,13,6,7,4,4,4,4,12.0,70,+27.474,69,5,1:23.329,189.269,1,83.329
20591,348,808,4,12,7,5,5,5,10.0,70,+1:13.192,61,6,1:23.799,188.207,1,83.799
20592,348,807,3,10,10,6,6,6,8.0,70,+1:16.723,66,7,1:24.204,187.302,1,84.204
20593,348,37,15,22,9,7,7,7,6.0,69,\N,65,10,1:24.342,186.995,11,84.342
20594,348,18,1,1,11,8,8,8,4.0,69,\N,61,8,1:24.205,187.300,11,84.205
20595,348,155,15,23,23,9,9,9,2.0,69,\N,68,9,1:24.282,187.128,11,84.282
20596,348,22,3,9,12,10,10,10,1.0,69,\N,68,3,1:22.811,190.452,11,82.811
20597,348,30,131,3,14,11,11,11,0.0,69,\N,64,12,1:25.372,184.739,11,85.372
20598,348,67,5,16,15,12,12,12,0.0,69,\N,58,13,1:25.449,184.573,11,85.449
20599,348,24,10,15,16,13,13,13,0.0,69,\N,58,11,1:25.358,184.770,11,85.358
20600,348,5,205,19,19,14,14,14,0.0,67,\N,64,18,1:27.457,180.335,13,87.457
20601,348,15,205,18,20,15,15,15,0.0,67,\N,58,17,1:27.429,180.393,13,87.429
20602,348,10,166,24,18,16,16,16,0.0,67,\N,59,19,1:27.674,179.889,13,87.674
20603,348,811,164,21,22,17,17,17,0.0,67,\N,61,21,1:28.093,179.033,13,88.093
20604,348,810,166,25,21,18,18,18,0.0,66,\N,62,16,1:27.287,180.686,14,87.287
20605,348,29,164,20,24,19,19,19,0.0,66,\N,59,23,1:29.278,176.657,14,89.278
20611,349,1,1,2,2,1,1,1,25.0,44,1:29:04.268,32,1,1:49.069,231.178,1,109.069
20612,349,17,9,6,1,2,2,2,18.0,44,+1.571,32,2,1:49.395,230.489,1,109.395
20613,349,9,4,11,3,3,3,3,15.0,44,+3.493,29,3,1:49.807,229.624,1,109.807
20614,349,13,6,7,6,4,4,4,12.0,44,+8.264,26,4,1:50.111,228.990,1,110.111
20615,349,16,10,14,8,5,5,5,10.0,44,+9.094,25,5,1:50.477,228.232,1,110.477
20616,349,3,131,4,14,6,6,6,8.0,44,+12.359,31,10,1:51.688,225.757,1,111.688
20617,349,30,131,3,21,7,7,7,6.0,44,+15.548,32,13,1:51.914,225.301,1,111.914
20618,349,155,15,23,17,8,8,8,4.0,44,+16.678,29,11,1:51.749,225.634,1,111.749
20619,349,808,4,12,23,9,9,9,2.0,44,+23.851,32,7,1:51.175,226.799,1,111.175
20620,349,24,10,15,12,10,10,10,1.0,44,+34.831,31,14,1:52.267,224.593,1,112.267
20621,349,37,15,22,24,11,11,11,0.0,44,+36.019,31,15,1:52.537,224.054,1,112.537
20622,349,67,5,16,16,12,12,12,0.0,44,+39.895,30,17,1:52.966,223.203,1,112.966
20623,349,153,5,17,11,13,13,13,0.0,44,+49.457,31,9,1:51.576,225.984,1,111.576
20624,349,807,3,10,9,14,14,14,0.0,43,\N,28,12,1:51.864,225.402,11,111.864
20625,349,20,9,5,4,15,15,15,0.0,43,\N,22,6,1:50.868,227.427,11,110.868
20626,349,5,205,19,13,16,16,16,0.0,43,\N,23,22,1:55.797,217.746,11,115.797
20627,349,810,166,25,22,17,17,17,0.0,43,\N,25,21,1:55.705,217.919,11,115.705
20628,349,10,166,24,20,18,18,18,0.0,43,\N,31,19,1:55.268,218.745,11,115.268
20629,349,15,205,18,15,19,19,19,0.0,43,\N,24,18,1:55.103,219.059,11,115.103
20630,349,29,164,20,19,20,20,20,0.0,42,\N,31,20,1:55.484,218.336,12,115.484
20635,350,4,6,8,1,1,1,1,25.0,53,1:16:24.572,52,1,1:24.139,247.861,1,84.139
20636,350,18,1,1,2,2,2,2,18.0,53,+2.938,46,8,1:24.598,246.516,1,84.598
20637,350,13,6,7,3,3,3,3,15.0,53,+4.223,51,6,1:24.575,246.583,1,84.575
20638,350,20,9,5,6,4,4,4,12.0,53,+28.196,50,4,1:24.493,246.822,1,84.493
20639,350,3,131,4,7,5,5,5,10.0,53,+29.942,52,3,1:24.491,246.828,1,84.491
20640,350,17,9,6,4,6,6,6,8.0,53,+31.276,52,2,1:24.278,247.452,1,84.278
20641,350,807,3,10,8,7,7,7,6.0,53,+32.812,52,7,1:24.576,246.580,1,84.576
20642,350,9,4,11,9,8,8,8,4.0,53,+34.028,48,5,1:24.560,246.627,1,84.56
20643,350,30,131,3,12,9,9,9,2.0,53,+44.948,49,11,1:24.947,245.503,1,84.947
20644,350,22,3,9,10,10,10,10,1.0,53,+1:04.213,48,14,1:25.239,244.662,1,85.239
20645,350,67,5,16,14,11,11,11,0.0,53,+1:05.056,51,13,1:25.224,244.705,1,85.224
